Transaction_ID,Customer_ID,Transaction_Date,Merchant_Name,Merchant_Category,Amount,Payment_Mode,Reward_Points,Transaction_Status,Fraud_Flag,Outstanding_Balance
T201354,C101019,2025-07-11,IndianOil,Fuel,491,Tap,4,Success,No,71524
T201355,C102236,2024-06-30,Taj Hotels,Hotels,2516,Tap,25,Success,No,58697
T201356,C100275,2025-04-16,Electricity,Utilities,5777,Swipe,57,Success,No,7332
T201357,C100936,2024-01-25,DMart,Grocery,7703,Chip,77,Success,No,196535
T201358,C102072,2025-03-11,Amazon,Shopping,5769,Online,57,Success,No,110170
T201359,C102418,2025-05-26,Reliance Fresh,Grocery,3933,Swipe,39,Success,No,15998
T201360,C100952,2025-07-30,Vijay Sales,Electronics,46870,Chip,468,Success,No,178996
T201361,C100348,2025-11-18,MedPlus,Pharmacy,2665,Swipe,26,Success,Yes,66538
T201362,C102263,2024-12-28,MedPlus,Pharmacy,879,Chip,8,Success,No,89137
T201363,C101083,2025-03-03,Electricity,Utilities,9070,Online,90,Success,Yes,41398
T201364,C102610,2025-12-30,KFC,Dining,5467,Chip,54,Success,No,29880
T201365,C102147,2024-09-09,MedPlus,Pharmacy,3895,Chip,38,Success,No,7101
T201366,C102361,2024-09-02,DMart,Grocery,8068,Chip,80,Success,No,79670
T201367,C102843,2025-05-08,Taj Hotels,Hotels,874,Online,8,Success,No,121618
T201368,C100427,2025-06-21,HP,Fuel,2629,Swipe,26,Success,No,373673
T201369,C102334,2024-10-21,IndianOil,Fuel,8664,Online,86,Success,No,12586
T201370,C101309,2024-12-06,IndianOil,Fuel,9779,Swipe,97,Success,No,2667
T201371,C101635,2024-04-30,Coursera,Education,1833,Chip,18,Success,No,165126
T201372,C101537,2024-09-16,HP,Fuel,2891,Tap,28,Success,No,63347
T201373,C100369,2025-05-11,Croma,Electronics,74548,Tap,745,Success,No,16367
T201374,C102590,2025-11-26,Apollo,Healthcare,3383,Tap,33,Success,No,276757
T201375,C101842,2025-05-05,PVR,Entertainment,5499,Tap,54,Success,No,218216
T201376,C100367,2024-08-12,HP,Fuel,6733,Online,67,Failed,No,17707
T201377,C100367,2024-04-18,Apollo,Healthcare,7799,Swipe,77,Success,No,73181
T201378,C101078,2025-06-30,Croma,Electronics,65776,Tap,657,Success,No,69603
T201379,C102093,2025-09-14,IndianOil,Fuel,6080,Tap,60,Failed,No,415156
T201380,C101617,2024-10-23,Taj Hotels,Hotels,2269,Swipe,22,Success,No,73484
T201381,C101803,2025-04-15,Amazon,Shopping,7101,Tap,71,Success,No,9109
T201382,C101978,2024-06-09,IndianOil,Fuel,4171,Chip,41,Success,No,280632
T201383,C102685,2024-09-03,Amazon,Shopping,3527,Tap,35,Success,No,375281
T201384,C102845,2024-07-11,MedPlus,Pharmacy,784,Chip,7,Success,No,45314
T201385,C101823,2024-03-27,Coursera,Education,3978,Tap,39,Success,No,97509
T201386,C101660,2024-07-25,Coursera,Education,5090,Online,50,Success,No,128304
T201387,C101408,2025-04-14,Vijay Sales,Electronics,77231,Swipe,772,Success,No,218633
T201388,C100752,2025-09-16,HP,Fuel,5611,Online,56,Success,No,30541
T201389,C102986,2025-04-26,MedPlus,Pharmacy,3386,Chip,33,Success,No,179895
T201390,C100999,2024-04-22,Electricity,Utilities,938,Online,9,Success,No,307587
T201391,C101028,2024-04-16,HP,Fuel,3615,Online,36,Success,No,84697
T201392,C101596,2025-01-31,Croma,Electronics,55719,Tap,557,Success,No,105767
T201393,C100897,2024-02-02,Croma,Electronics,53863,Tap,538,Success,No,124481
T201394,C102691,2024-05-28,Electricity,Utilities,9208,Online,92,Success,No,115738
T201395,C100957,2025-08-23,Coursera,Education,9098,Swipe,90,Success,No,150544
T201396,C102197,2024-03-06,Electricity,Utilities,2796,Online,27,Success,No,76349
T201397,C101144,2024-12-08,Flipkart,Shopping,1737,Tap,17,Success,No,73434
T201398,C101721,2025-03-02,Croma,Electronics,8188,Chip,81,Success,No,59733
T201399,C101983,2024-05-06,IRCTC,Travel,74219,Online,742,Success,No,517000
T201400,C100297,2024-10-04,Flipkart,Shopping,4282,Tap,42,Success,No,50058
T201401,C102064,2024-06-01,Reliance Fresh,Grocery,693,Chip,6,Success,No,23664
T201402,C100552,2025-03-31,Electricity,Utilities,934,Online,9,Success,No,21155
T201403,C100716,2024-11-08,Amazon,Shopping,2991,Chip,29,Success,No,173114
T201404,C101584,2025-01-18,PVR,Entertainment,4337,Swipe,43,Success,No,39112
T201405,C101738,2024-11-25,Electricity,Utilities,3293,Tap,32,Success,No,108004
T201406,C101446,2025-12-20,Apollo,Healthcare,8435,Chip,84,Success,No,73438
T201407,C100728,2025-12-13,Croma,Electronics,7943,Chip,79,Success,No,76935
T201408,C102734,2025-07-25,Amazon,Shopping,7147,Tap,71,Success,No,63109
T201409,C100400,2024-09-20,Apollo,Healthcare,1850,Swipe,18,Success,No,10496
T201410,C101470,2025-02-22,Reliance Fresh,Grocery,1064,Online,10,Success,No,52220
T201411,C101974,2024-04-23,Vijay Sales,Electronics,19454,Chip,194,Success,No,229543
T201412,C102967,2024-01-10,Vijay Sales,Electronics,13546,Online,135,Success,No,170810
T201413,C102975,2025-09-14,Coursera,Education,3023,Swipe,30,Success,No,298566
T201414,C101851,2024-05-18,IndianOil,Fuel,8080,Chip,80,Success,No,208477
T201415,C101862,2025-02-09,Electricity,Utilities,2456,Chip,24,Success,No,9419
T201416,C100198,2025-03-04,Reliance Fresh,Grocery,6997,Swipe,69,Success,No,175879
T201417,C102318,2025-03-22,HP,Fuel,8494,Swipe,84,Success,No,107040
T201418,C101780,2025-11-10,Apollo,Healthcare,5347,Chip,53,Success,No,8602
T201419,C101492,2024-08-19,PVR,Entertainment,4316,Swipe,43,Success,No,247078
T201420,C102889,2024-10-20,DMart,Grocery,7177,Swipe,71,Success,No,169330
T201421,C100545,2025-12-09,IndianOil,Fuel,4650,Online,46,Success,No,59726
T201422,C101807,2025-03-20,HP,Fuel,3764,Swipe,37,Success,No,262447
T201423,C101121,2024-02-02,MakeMyTrip,Travel,48032,Tap,480,Success,No,272259
T201424,C101223,2024-10-30,IndianOil,Fuel,3763,Tap,37,Success,No,201771
T201425,C101596,2024-01-12,Electricity,Utilities,6797,Tap,67,Success,No,461863
T201426,C102949,2025-01-17,Dominos,Dining,237,Swipe,2,Success,No,326576
T201427,C100036,2024-12-17,Dominos,Dining,4473,Online,44,Success,No,200227
T201428,C100254,2024-09-09,Reliance Fresh,Grocery,9296,Tap,92,Success,No,209278
T201429,C101080,2024-03-30,Reliance Fresh,Grocery,3165,Online,31,Success,No,191996
T201430,C102425,2025-06-17,MedPlus,Pharmacy,6051,Tap,60,Success,No,497677
T201431,C100217,2024-09-14,KFC,Dining,2928,Tap,29,Success,No,802403
T201432,C102901,2024-10-02,Amazon,Shopping,8169,Online,81,Success,No,206946
T201433,C101176,2025-03-17,Reliance Fresh,Grocery,6271,Tap,62,Success,No,91738
T201434,C101140,2025-04-05,DMart,Grocery,2189,Swipe,21,Success,No,118351
T201435,C101287,2024-06-20,Amazon,Shopping,139,Online,1,Success,No,14174
T201436,C100380,2024-09-09,Flipkart,Shopping,813,Online,8,Success,No,131633
T201437,C101098,2024-05-02,Coursera,Education,9173,Chip,91,Success,No,84919
T201438,C101662,2024-01-15,KFC,Dining,8087,Swipe,80,Success,No,4344
T201439,C100470,2024-02-12,MakeMyTrip,Travel,43314,Swipe,433,Success,No,66567
T201440,C100697,2025-07-20,DMart,Grocery,4730,Swipe,47,Success,No,17475
T201441,C101861,2024-12-15,Apollo,Healthcare,5655,Online,56,Success,No,29013
T201442,C100680,2024-04-09,Coursera,Education,3120,Online,31,Success,No,8976
T201443,C100758,2024-03-17,Dominos,Dining,6948,Chip,69,Success,No,333641
T201444,C102826,2024-05-27,Taj Hotels,Hotels,7147,Swipe,71,Success,No,135412
T201445,C100137,2024-02-22,Apollo,Healthcare,9373,Online,93,Success,No,41600
T201446,C100450,2024-03-17,Coursera,Education,9681,Chip,96,Success,No,313953
T201447,C102361,2025-03-19,DMart,Grocery,107,Tap,1,Success,No,136166
T201448,C102274,2025-03-05,Taj Hotels,Hotels,8217,Online,82,Success,No,99485
T201449,C100771,2024-12-19,Croma,Electronics,27766,Swipe,277,Success,No,81739
T201450,C102191,2024-02-10,HP,Fuel,4862,Online,48,Success,No,184397
T201451,C102138,2024-08-19,Electricity,Utilities,3213,Swipe,32,Success,No,33312
T201452,C101776,2024-07-09,Taj Hotels,Hotels,9153,Online,91,Success,No,12324
T201453,C102888,2024-05-01,Electricity,Utilities,6048,Swipe,60,Success,No,52017
T201454,C100464,2025-06-14,IndianOil,Fuel,9547,Chip,95,Success,No,4736
T201455,C101323,2024-12-27,HP,Fuel,2406,Swipe,24,Success,No,139041
T201456,C102637,2025-01-14,Reliance Fresh,Grocery,6376,Online,63,Success,No,23301
T201457,C102794,2025-07-05,Reliance Fresh,Grocery,7236,Chip,72,Success,No,108610
T201458,C102136,2024-07-29,Coursera,Education,5678,Tap,56,Success,No,69785
T201459,C102211,2024-06-13,Flipkart,Shopping,9291,Chip,92,Success,No,34305
T201460,C100488,2025-03-06,MakeMyTrip,Travel,59652,Chip,596,Success,No,3504
T201461,C102192,2024-10-20,IndianOil,Fuel,2287,Tap,22,Success,No,74893
T201462,C100213,2025-12-14,HP,Fuel,3598,Chip,35,Success,No,147783
T201463,C101823,2025-06-25,DMart,Grocery,3151,Online,31,Success,No,129704
T201464,C100367,2025-03-08,Flipkart,Shopping,7778,Online,77,Success,No,55646
T201465,C100692,2024-03-22,HP,Fuel,2324,Swipe,23,Success,No,51166
T201466,C101710,2024-06-26,DMart,Grocery,8444,Online,84,Success,No,73113
T201467,C101845,2025-10-21,Coursera,Education,7780,Chip,77,Success,No,90647
T201468,C102570,2025-09-22,Electricity,Utilities,2434,Chip,24,Success,No,118476
T201469,C101560,2025-04-12,HP,Fuel,8169,Tap,81,Success,No,239069
T201470,C102251,2025-06-22,Vijay Sales,Electronics,6378,Tap,63,Success,No,273240
T201471,C100289,2025-12-29,Reliance Fresh,Grocery,8723,Online,87,Success,No,59578
T201472,C102225,2024-06-29,IRCTC,Travel,70122,Swipe,701,Success,No,39024
T201473,C101667,2025-07-27,MedPlus,Pharmacy,7671,Chip,76,Success,No,308200
T201474,C101615,2025-08-13,Flipkart,Shopping,7424,Chip,74,Success,No,50242
T201475,C102076,2024-11-20,Flipkart,Shopping,4054,Tap,40,Success,No,19688
T201476,C102075,2025-03-31,Reliance Fresh,Grocery,7869,Online,78,Success,No,97796
T201477,C101626,2024-08-08,Amazon,Shopping,8616,Online,86,Success,No,56953
T201478,C102632,2025-08-22,PVR,Entertainment,9507,Chip,95,Success,No,85990
T201479,C101920,2025-10-09,Taj Hotels,Hotels,9279,Tap,92,Success,No,120406
T201480,C102958,2024-05-20,Reliance Fresh,Grocery,7646,Online,76,Success,No,443044
T201481,C101017,2025-11-26,HP,Fuel,5884,Online,58,Success,No,258717
T201482,C102732,2024-01-21,Reliance Fresh,Grocery,9176,Swipe,91,Success,No,17713
T201483,C100257,2024-07-01,Apollo,Healthcare,480,Online,4,Success,No,133967
T201484,C101087,2024-11-27,KFC,Dining,6573,Tap,65,Success,No,128042
T201485,C100488,2025-12-15,IndianOil,Fuel,9357,Swipe,93,Success,No,82898
T201486,C100806,2024-07-06,MakeMyTrip,Travel,34856,Tap,348,Success,No,63405
T201487,C100114,2025-02-07,Flipkart,Shopping,4900,Online,49,Success,No,308865
T201488,C101472,2024-12-19,Apollo,Healthcare,4972,Swipe,49,Success,No,23526
T201489,C102921,2024-09-19,Reliance Fresh,Grocery,2644,Chip,26,Success,No,28461
T201490,C100309,2025-11-27,PVR,Entertainment,3901,Online,39,Success,No,234616
T201491,C100951,2025-06-28,Vijay Sales,Electronics,17149,Online,171,Success,No,175534
T201492,C102681,2025-09-05,DMart,Grocery,248,Swipe,2,Success,No,114715
T201493,C102961,2025-06-06,Reliance Fresh,Grocery,1329,Swipe,13,Success,No,23898
T201494,C100835,2025-12-25,KFC,Dining,7986,Online,79,Success,No,103032
T201495,C101734,2025-04-15,MedPlus,Pharmacy,7875,Swipe,78,Success,No,23619
T201496,C100772,2024-09-07,PVR,Entertainment,3872,Swipe,38,Success,No,688320
T201497,C102924,2025-01-15,DMart,Grocery,6438,Chip,64,Success,No,300323
T201498,C101455,2025-04-30,Dominos,Dining,6321,Swipe,63,Success,No,5515
T201499,C102774,2024-10-31,Reliance Fresh,Grocery,2981,Online,29,Success,No,78038
T201500,C101801,2025-09-16,Dominos,Dining,1279,Chip,12,Success,No,34119
T201501,C102997,2024-12-07,KFC,Dining,1858,Online,18,Success,No,231419
T201502,C100476,2024-03-06,IndianOil,Fuel,9604,Tap,96,Success,No,83457
T201503,C100088,2024-07-24,Electricity,Utilities,3666,Online,36,Success,No,51624
T201504,C101571,2024-02-27,Apollo,Healthcare,981,Online,9,Success,No,33944
T201505,C100158,2024-07-28,Croma,Electronics,39481,Tap,394,Success,No,11849
T201506,C100898,2024-09-09,Electricity,Utilities,7905,Online,79,Success,No,661649
T201507,C102717,2025-02-05,PVR,Entertainment,2773,Online,27,Success,No,285278
T201508,C100833,2024-02-07,Croma,Electronics,43961,Online,439,Success,No,306588
T201509,C101498,2025-07-16,Taj Hotels,Hotels,9952,Chip,99,Success,No,92248
T201510,C101678,2025-12-13,PVR,Entertainment,913,Swipe,9,Success,No,113713
T201511,C101176,2025-03-06,Taj Hotels,Hotels,8444,Swipe,84,Success,No,34317
T201512,C101448,2025-05-26,Reliance Fresh,Grocery,9029,Online,90,Success,No,47147
T201513,C100648,2025-01-18,Apollo,Healthcare,8722,Swipe,87,Success,No,84691
T201514,C101520,2024-12-10,Flipkart,Shopping,1492,Chip,14,Success,No,191148
T201515,C102448,2025-07-23,HP,Fuel,6023,Online,60,Success,No,169430
T201516,C101968,2024-05-31,Reliance Fresh,Grocery,3294,Chip,32,Success,Yes,100634
T201517,C101600,2025-06-23,PVR,Entertainment,5946,Online,59,Success,No,230072
T201518,C101070,2024-11-03,KFC,Dining,5846,Online,58,Success,No,429854
T201519,C100450,2024-11-24,Reliance Fresh,Grocery,8272,Swipe,82,Success,No,188710
T201520,C100038,2025-07-17,Amazon,Shopping,1782,Tap,17,Success,No,128873
T201521,C101771,2024-12-25,Amazon,Shopping,8944,Swipe,89,Success,No,81395
T201522,C100831,2025-07-29,Amazon,Shopping,296,Online,2,Failed,No,790
T201523,C101962,2025-04-02,Flipkart,Shopping,4255,Online,42,Success,No,222450
T201524,C100149,2024-08-27,HP,Fuel,4944,Tap,49,Success,No,114954
T201525,C102736,2025-08-14,Vijay Sales,Electronics,75345,Chip,753,Success,No,502804
T201526,C100470,2024-12-19,Coursera,Education,2889,Swipe,28,Success,No,9734
T201527,C102683,2024-10-22,HP,Fuel,3487,Tap,34,Success,No,128384
T201528,C102239,2024-09-15,IndianOil,Fuel,1989,Online,19,Failed,No,2047
T201529,C102247,2024-06-16,MedPlus,Pharmacy,7934,Swipe,79,Success,No,55976
T201530,C101224,2024-01-17,Dominos,Dining,7487,Tap,74,Success,No,98998
T201531,C101850,2025-02-02,DMart,Grocery,7293,Online,72,Success,No,121554
T201532,C101436,2025-06-02,HP,Fuel,8762,Tap,87,Success,No,156992
T201533,C102988,2024-09-25,Flipkart,Shopping,7516,Tap,75,Success,No,66365
T201534,C102799,2024-11-23,Apollo,Healthcare,1157,Chip,11,Success,No,73988
T201535,C101848,2024-06-10,Vijay Sales,Electronics,62586,Swipe,625,Success,No,83913
T201536,C102105,2025-09-27,HP,Fuel,8541,Swipe,85,Success,No,38119
T201537,C101748,2024-08-14,IRCTC,Travel,43630,Chip,436,Success,No,281996
T201538,C102486,2024-11-23,IndianOil,Fuel,566,Tap,5,Success,No,6446
T201539,C100713,2024-02-03,Apollo,Healthcare,3870,Tap,38,Success,No,74549
T201540,C102628,2024-05-08,MakeMyTrip,Travel,36439,Online,364,Success,No,53575
T201541,C101918,2025-02-20,Taj Hotels,Hotels,3938,Tap,39,Success,No,29006
T201542,C101472,2025-11-17,IndianOil,Fuel,6136,Swipe,61,Success,No,306875
T201543,C102800,2024-01-01,KFC,Dining,8353,Online,83,Success,No,105732
T201544,C102414,2025-12-19,Vijay Sales,Electronics,61794,Online,617,Success,No,19175
T201545,C100758,2024-08-12,Vijay Sales,Electronics,32546,Chip,325,Success,No,238895
T201546,C100055,2025-05-25,Vijay Sales,Electronics,54090,Tap,540,Success,No,74630
T201547,C102211,2025-11-08,KFC,Dining,1005,Swipe,10,Success,No,381471
T201548,C100052,2025-12-03,Apollo,Healthcare,2673,Swipe,26,Success,No,14261
T201549,C100026,2024-05-31,PVR,Entertainment,3081,Online,30,Success,No,46621
T201550,C101876,2025-11-17,Reliance Fresh,Grocery,6421,Swipe,64,Success,No,159535
T201551,C101016,2025-08-21,Dominos,Dining,2083,Online,20,Success,No,106586
T201552,C102192,2025-04-16,HP,Fuel,9170,Swipe,91,Success,No,72491
T201553,C102756,2025-12-08,Flipkart,Shopping,217,Swipe,2,Success,No,26277
T201554,C102030,2025-06-18,HP,Fuel,5649,Chip,56,Success,No,57328
T201555,C101516,2024-12-23,Flipkart,Shopping,644,Swipe,6,Success,No,6300
T201556,C101577,2024-05-11,IndianOil,Fuel,6796,Swipe,67,Success,No,8496
T201557,C101424,2025-05-10,KFC,Dining,9156,Tap,91,Success,No,192058
T201558,C100905,2024-06-23,Croma,Electronics,14732,Tap,147,Success,No,75170
T201559,C101712,2025-12-06,IndianOil,Fuel,7955,Chip,79,Success,No,223401
T201560,C101657,2025-11-30,Reliance Fresh,Grocery,8794,Chip,87,Success,No,34184
T201561,C102846,2025-03-11,KFC,Dining,7036,Tap,70,Success,No,206918
T201562,C102467,2025-07-31,Dominos,Dining,7879,Tap,78,Success,No,45861
T201563,C101045,2025-05-07,MedPlus,Pharmacy,4861,Chip,48,Failed,No,231692
T201564,C100197,2025-06-29,Taj Hotels,Hotels,740,Swipe,7,Success,No,105260
T201565,C101620,2025-05-11,Flipkart,Shopping,5430,Tap,54,Success,No,89813
T201566,C101904,2024-04-26,Dominos,Dining,2540,Swipe,25,Success,No,151063
T201567,C101428,2024-11-06,HP,Fuel,1071,Chip,10,Success,No,122725
T201568,C100677,2024-03-29,KFC,Dining,8668,Tap,86,Success,No,30036
T201569,C102297,2025-12-22,Dominos,Dining,7255,Tap,72,Success,No,8727
T201570,C102460,2024-12-09,Flipkart,Shopping,837,Tap,8,Success,No,163519
T201571,C100226,2025-09-29,PVR,Entertainment,2231,Swipe,22,Success,No,598400
T201572,C101848,2024-12-22,Flipkart,Shopping,5142,Swipe,51,Success,No,85082
T201573,C100115,2024-05-23,Flipkart,Shopping,3559,Chip,35,Success,No,510906
T201574,C100233,2024-12-23,KFC,Dining,8038,Swipe,80,Success,No,247162
T201575,C101785,2025-02-15,MedPlus,Pharmacy,3114,Chip,31,Success,No,213370
T201576,C100545,2024-01-19,Amazon,Shopping,671,Tap,6,Success,No,287715
T201577,C101329,2024-11-04,Taj Hotels,Hotels,8223,Swipe,82,Success,No,13695
T201578,C101156,2024-08-03,Amazon,Shopping,7268,Swipe,72,Success,No,234785
T201579,C100349,2024-04-15,Coursera,Education,6620,Chip,66,Success,No,73524
T201580,C101944,2024-04-08,Reliance Fresh,Grocery,6321,Tap,63,Success,No,72026
T201581,C100711,2025-01-13,Reliance Fresh,Grocery,5433,Online,54,Success,No,40229
T201582,C102673,2025-08-30,Reliance Fresh,Grocery,3688,Online,36,Success,No,105495
T201583,C100519,2025-08-21,DMart,Grocery,9668,Tap,96,Success,No,334954
T201584,C100208,2025-09-23,IndianOil,Fuel,9199,Online,91,Success,No,265086
T201585,C102444,2024-04-06,Croma,Electronics,28997,Online,289,Success,No,65016
T201586,C101209,2024-09-15,Electricity,Utilities,6369,Online,63,Success,No,138965
T201587,C101894,2025-01-13,Electricity,Utilities,704,Chip,7,Success,No,54939
T201588,C102860,2025-09-02,HP,Fuel,8295,Tap,82,Success,No,108550
T201589,C102180,2024-08-12,Taj Hotels,Hotels,1514,Online,15,Success,No,30016
T201590,C102105,2024-07-15,Reliance Fresh,Grocery,7121,Online,71,Success,No,287090
T201591,C101144,2025-11-17,Flipkart,Shopping,2799,Online,27,Success,No,62288
T201592,C102465,2024-09-24,Apollo,Healthcare,4709,Tap,47,Success,No,114441
T201593,C100363,2024-11-29,Coursera,Education,2131,Tap,21,Success,No,81223
T201594,C102531,2024-03-31,KFC,Dining,2449,Chip,24,Success,No,159840
T201595,C100835,2024-10-06,IndianOil,Fuel,5999,Chip,59,Success,No,92162
T201596,C102450,2025-02-15,Taj Hotels,Hotels,2416,Swipe,24,Success,No,385656
T201597,C101688,2025-02-04,PVR,Entertainment,316,Chip,3,Success,No,158646
T201598,C101688,2024-09-11,IndianOil,Fuel,3571,Chip,35,Success,No,768924
T201599,C100223,2025-04-04,Vijay Sales,Electronics,32534,Online,325,Success,No,32866
T201600,C100754,2025-06-04,Apollo,Healthcare,4874,Swipe,48,Success,No,265609
T201601,C100047,2025-04-13,Flipkart,Shopping,6404,Tap,64,Success,No,92586
T201602,C101780,2024-07-25,Flipkart,Shopping,4498,Online,44,Success,No,19116
T201603,C101155,2025-02-22,Dominos,Dining,2672,Tap,26,Success,No,52859
T201604,C102027,2025-10-23,Coursera,Education,5512,Chip,55,Success,No,230235
T201605,C100177,2024-07-30,IndianOil,Fuel,1339,Swipe,13,Success,No,93223
T201606,C100804,2025-07-21,Croma,Electronics,44866,Chip,448,Success,No,54361
T201607,C102716,2024-10-13,HP,Fuel,1670,Swipe,16,Success,No,105595
T201608,C100605,2024-08-15,IndianOil,Fuel,8910,Tap,89,Success,No,78248
T201609,C102986,2025-07-30,Reliance Fresh,Grocery,4622,Online,46,Success,No,126337
T201610,C100561,2025-08-16,PVR,Entertainment,8041,Swipe,80,Success,No,332944
T201611,C102630,2025-01-24,Flipkart,Shopping,301,Tap,3,Success,No,30891
T201612,C102082,2024-05-26,IndianOil,Fuel,2412,Tap,24,Success,No,91535
T201613,C100957,2025-10-15,Taj Hotels,Hotels,2469,Chip,24,Success,No,109854
T201614,C102176,2024-02-14,Taj Hotels,Hotels,1726,Online,17,Success,No,176868
T201615,C100835,2025-10-29,Reliance Fresh,Grocery,643,Swipe,6,Success,No,130133
T201616,C101253,2024-07-07,DMart,Grocery,708,Online,7,Success,No,185502
T201617,C101669,2025-02-04,Dominos,Dining,912,Chip,9,Success,No,24364
T201618,C101570,2025-12-03,HP,Fuel,3803,Online,38,Success,No,275489
T201619,C100912,2024-01-27,PVR,Entertainment,9579,Swipe,95,Success,No,40646
T201620,C101959,2025-10-09,Electricity,Utilities,3001,Chip,30,Success,No,3812
T201621,C101363,2025-09-30,PVR,Entertainment,4776,Chip,47,Success,No,235344
T201622,C101504,2024-06-05,HP,Fuel,3842,Chip,38,Success,No,22821
T201623,C101766,2024-04-24,Reliance Fresh,Grocery,2961,Tap,29,Success,No,19489
T201624,C101710,2025-05-16,Amazon,Shopping,9122,Tap,91,Success,No,38763
T201625,C101051,2025-09-06,IndianOil,Fuel,8388,Tap,83,Success,No,189271
T201626,C101654,2024-06-26,MakeMyTrip,Travel,62431,Tap,624,Success,No,75233
T201627,C100236,2025-05-04,Dominos,Dining,6835,Tap,68,Success,No,126973
T201628,C100677,2025-07-06,Taj Hotels,Hotels,379,Online,3,Success,No,63965
T201629,C102022,2024-07-11,Reliance Fresh,Grocery,7714,Swipe,77,Success,No,56845
T201630,C102220,2025-12-24,MedPlus,Pharmacy,1374,Swipe,13,Success,No,77012
T201631,C100896,2025-08-17,IndianOil,Fuel,1902,Online,19,Success,No,55130
T201632,C101203,2025-09-24,DMart,Grocery,1466,Chip,14,Success,No,116215
T201633,C100267,2024-06-27,PVR,Entertainment,3140,Online,31,Success,Yes,21807
T201634,C101769,2025-01-30,Amazon,Shopping,1365,Online,13,Success,No,68394
T201635,C100281,2024-06-08,PVR,Entertainment,2016,Chip,20,Success,No,144109
T201636,C100555,2024-10-29,Reliance Fresh,Grocery,1504,Tap,15,Success,No,305178
T201637,C101572,2025-10-14,PVR,Entertainment,856,Tap,8,Success,No,87277
T201638,C101010,2025-02-26,MakeMyTrip,Travel,844,Online,8,Success,No,87219
T201639,C101370,2025-09-04,Coursera,Education,2677,Tap,26,Success,No,47815
T201640,C102520,2025-10-29,Vijay Sales,Electronics,31377,Swipe,313,Success,No,125728
T201641,C101066,2024-11-30,Apollo,Healthcare,7946,Online,79,Success,No,434334
T201642,C101634,2024-10-21,DMart,Grocery,3266,Swipe,32,Success,No,232676
T201643,C102250,2024-06-03,IndianOil,Fuel,6116,Chip,61,Success,No,100476
T201644,C102239,2025-06-23,Vijay Sales,Electronics,45696,Online,456,Success,No,165627
T201645,C100392,2024-04-11,PVR,Entertainment,6670,Online,66,Success,No,32672
T201646,C102195,2024-04-28,IndianOil,Fuel,1633,Chip,16,Success,No,137937
T201647,C101150,2024-08-10,Apollo,Healthcare,6068,Swipe,60,Success,No,230477
T201648,C100716,2024-04-04,Amazon,Shopping,7369,Swipe,73,Success,No,138253
T201649,C100449,2025-07-09,Dominos,Dining,5183,Tap,51,Success,No,7012
T201650,C101950,2024-04-02,MedPlus,Pharmacy,3246,Online,32,Success,No,85135
T201651,C101933,2024-04-26,Electricity,Utilities,7661,Swipe,76,Success,No,19278
T201652,C101614,2025-10-08,DMart,Grocery,8820,Swipe,88,Success,No,68465
T201653,C100374,2024-09-22,DMart,Grocery,5308,Swipe,53,Success,No,110596
T201654,C101012,2024-02-28,DMart,Grocery,5296,Online,52,Success,No,418183
T201655,C102404,2024-07-29,Coursera,Education,4866,Tap,48,Success,No,146884
T201656,C101580,2024-11-20,Flipkart,Shopping,1242,Tap,12,Success,No,124001
T201657,C101265,2024-05-09,Dominos,Dining,2467,Chip,24,Success,No,152940
T201658,C101309,2025-03-08,Electricity,Utilities,4914,Tap,49,Success,No,10385
T201659,C100197,2024-08-31,Reliance Fresh,Grocery,1702,Tap,17,Success,No,19504
T201660,C102020,2024-10-20,Flipkart,Shopping,5319,Online,53,Success,No,259651
T201661,C100565,2025-08-17,IndianOil,Fuel,1714,Tap,17,Success,No,141734
T201662,C100117,2025-05-02,Vijay Sales,Electronics,37847,Swipe,378,Success,No,55887
T201663,C102776,2024-04-17,HP,Fuel,7067,Swipe,70,Success,No,82934
T201664,C102154,2024-11-24,Croma,Electronics,63477,Online,634,Success,No,89718
T201665,C100970,2024-10-07,KFC,Dining,9232,Swipe,92,Success,No,3588
T201666,C100905,2024-08-31,Flipkart,Shopping,4744,Tap,47,Success,No,31515
T201667,C101369,2024-04-06,HP,Fuel,4173,Online,41,Success,No,4512
T201668,C102108,2025-12-20,MedPlus,Pharmacy,6044,Online,60,Success,No,105991
T201669,C102304,2025-04-30,Electricity,Utilities,4263,Swipe,42,Success,No,28084
T201670,C101038,2025-12-14,PVR,Entertainment,8592,Online,85,Success,No,600098
T201671,C102468,2024-02-03,Flipkart,Shopping,2871,Tap,28,Success,No,92879
T201672,C102987,2025-02-03,PVR,Entertainment,8327,Online,83,Success,No,40191
T201673,C100953,2024-04-02,DMart,Grocery,2916,Tap,29,Success,No,24864
T201674,C100660,2025-06-06,HP,Fuel,3008,Swipe,30,Success,No,13594
T201675,C102686,2024-04-30,Croma,Electronics,11769,Online,117,Success,No,87522
T201676,C101870,2024-08-02,Amazon,Shopping,9183,Chip,91,Success,No,20996
T201677,C101489,2025-12-26,HP,Fuel,8063,Chip,80,Success,No,90456
T201678,C102514,2024-04-28,Electricity,Utilities,2119,Tap,21,Success,No,733273
T201679,C102235,2024-07-25,IndianOil,Fuel,8239,Tap,82,Success,No,75483
T201680,C100859,2024-06-03,Vijay Sales,Electronics,33442,Swipe,334,Success,No,40569
